2    	24.668  	0.000   	31.716  
2    	26.430  	1.762   	31.716  
2    	26.430  	0.000   	33.478  
2    	24.668  	0.000   	35.240  
2    	26.430  	1.762   	35.240  
2    	26.430  	3.524   	1.762   
2    	26.430  	5.286   	7.048   
2    	26.430  	3.524   	8.810   
2    	26.430  	5.286   	10.572  
2    	24.668  	5.286   	12.334  
2    	24.668  	3.524   	17.620  
2    	26.430  	5.286   	17.620  
2    	26.430  	3.524   	19.382  
2    	24.668  	3.524   	21.144  
2    	26.430  	3.524   	22.906  
2    	24.668  	5.286   	22.906  
2    	26.430  	5.286   	24.668  
2    	26.430  	3.524   	26.430  
2    	24.668  	5.286   	26.430  
2    	26.430  	5.286   	28.192  
2    	26.430  	3.524   	29.954  
2    	24.668  	3.524   	31.716  
2    	26.430  	5.286   	31.716  
2    	26.430  	3.524   	33.478  
2    	24.668  	7.048   	0.000   
2    	26.430  	8.810   	0.000   
2    	24.668  	7.048   	3.524   
2    	24.668  	8.810   	8.810   
2    	24.668  	8.810   	12.334  
2    	26.430  	8.810   	14.096  
2    	24.668  	8.810   	15.858  
2    	26.430  	8.810   	17.620  
2    	24.668  	8.810   	19.382  
2    	26.430  	7.048   	22.906  
2    	24.668  	8.810   	22.906  
2    	24.668  	7.048   	24.668  
2    	26.430  	7.048   	26.430  
2    	24.668  	8.810   	26.430  
2    	24.668  	7.048   	28.192  
2    	26.430  	7.048   	29.954  
2    	26.430  	8.810   	31.716  
2    	26.430  	7.048   	33.478  
2    	24.668  	10.572  	0.000   
2    	26.430  	12.334  	0.000   
2    	26.430  	10.572  	1.762   
2    	24.668  	10.572  	3.524   
2    	26.430  	12.334  	3.524   
2    	24.668  	12.334  	5.286   
2    	24.668  	10.572  	7.048   
2    	24.668  	12.334  	8.810   
2    	24.668  	10.572  	10.572  
2    	26.430  	10.572  	19.382  
2    	26.430  	10.572  	22.906  
2    	26.430  	12.334  	24.668  
2    	24.668  	12.334  	29.954  
2    	24.668  	10.572  	31.716  
2    	26.430  	12.334  	31.716  
2    	24.668  	12.334  	33.478  
2    	24.668  	10.572  	35.240  
2    	26.430  	12.334  	35.240  
2    	26.430  	15.858  	0.000   
2    	24.668  	14.096  	3.524   
2    	26.430  	14.096  	5.286   
2    	24.668  	14.096  	7.048   
2    	26.430  	15.858  	7.048   
2    	26.430  	14.096  	8.810   
2    	26.430  	15.858  	10.572  
2    	26.430  	14.096  	12.334  
2    	24.668  	14.096  	17.620  
2    	26.430  	15.858  	17.620  
2    	24.668  	15.858  	19.382  
2    	24.668  	14.096  	21.144  
2    	26.430  	14.096  	22.906  
2    	26.430  	15.858  	24.668  
2    	24.668  	14.096  	28.192  
2    	26.430  	15.858  	28.192  
2    	26.430  	14.096  	29.954  
2    	26.430  	15.858  	31.716  
2    	24.668  	14.096  	35.240  
2    	26.430  	15.858  	35.240  
2    	24.668  	19.382  	1.762   
2    	26.430  	17.620  	5.286   
2    	24.668  	19.382  	5.286   
2    	24.668  	17.620  	7.048   
2    	24.668  	17.620  	10.572  
2    	24.668  	17.620  	14.096  
2    	26.430  	19.382  	14.096  
2    	26.430  	17.620  	15.858  
2    	24.668  	19.382  	15.858  
2    	26.430  	19.382  	17.620  
2    	26.430  	17.620  	19.382  
2    	24.668  	19.382  	19.382  
2    	24.668  	17.620  	21.144  
2    	26.430  	19.382  	21.144  
2    	24.668  	17.620  	24.668  
2    	24.668  	17.620  	28.192  
2    	26.430  	19.382  	28.192  
2    	26.430  	17.620  	33.478  
2    	24.668  	17.620  	35.240  
2    	26.430  	19.382  	35.240  
2    	26.430  	22.906  	0.000   
2    	26.430  	21.144  	1.762   
2    	24.668  	22.906  	5.286   
2    	26.430  	21.144  	12.334  
2    	24.668  	21.144  	14.096  
2    	26.430  	22.906  	14.096  
2    	24.668  	22.906  	15.858  
2    	24.668  	21.144  	17.620  
2    	26.430  	22.906  	17.620  
2    	24.668  	22.906  	19.382  
2    	24.668  	21.144  	24.668  
2    	24.668  	21.144  	28.192  
2    	26.430  	21.144  	29.954  
2    	24.668  	22.906  	33.478  
2    	24.668  	21.144  	35.240  
2    	24.668  	24.668  	3.524   
2    	24.668  	24.668  	7.048   
2    	24.668  	26.430  	8.810   
2    	26.430  	26.430  	10.572  
2    	24.668  	26.430  	12.334  
2    	26.430  	26.430  	21.144  
2    	24.668  	24.668  	24.668  
2    	24.668  	24.668  	28.192  
2    	26.430  	26.430  	28.192  
2    	26.430  	24.668  	29.954  
2    	24.668  	24.668  	31.716  
2    	26.430  	26.430  	31.716  
2    	24.668  	24.668  	35.240  
2    	26.430  	29.954  	0.000   
2    	24.668  	29.954  	1.762   
2    	26.430  	29.954  	3.524   
2    	26.430  	28.192  	5.286   
2    	24.668  	28.192  	7.048   
2    	26.430  	28.192  	8.810   
2    	24.668  	29.954  	8.810   
2    	26.430  	29.954  	10.572  
2    	26.430  	28.192  	12.334  
2    	24.668  	29.954  	12.334  
2    	26.430  	28.192  	15.858  
2    	24.668  	29.954  	15.858  
2    	26.430  	29.954  	17.620  
2    	26.430  	28.192  	19.382  
2    	24.668  	29.954  	19.382  
2    	24.668  	28.192  	21.144  
2    	26.430  	28.192  	22.906  
2    	24.668  	28.192  	24.668  
2    	26.430  	29.954  	24.668  
2    	24.668  	29.954  	26.430  
2    	24.668  	28.192  	28.192  
2    	24.668  	29.954  	29.954  
2    	24.668  	28.192  	31.716  
2    	26.430  	29.954  	31.716  
2    	26.430  	28.192  	33.478  
2    	24.668  	31.716  	0.000   
2    	26.430  	33.478  	0.000   
2    	26.430  	31.716  	5.286   
2    	26.430  	31.716  	8.810   
2    	24.668  	31.716  	10.572  
2    	26.430  	33.478  	10.572  
2    	26.430  	31.716  	12.334  
2    	24.668  	31.716  	14.096  
2    	26.430  	31.716  	15.858  
2    	24.668  	31.716  	17.620  
2    	26.430  	31.716  	19.382  
2    	24.668  	31.716  	21.144  
2    	26.430  	31.716  	22.906  
2    	26.430  	33.478  	24.668  
2    	24.668  	33.478  	26.430  
2    	24.668  	33.478  	29.954  
2    	24.668  	31.716  	35.240  
2    	26.430  	35.240  	1.762   
2    	24.668  	35.240  	3.524   
2    	26.430  	35.240  	5.286   
2    	24.668  	35.240  	7.048   
2    	26.430  	35.240  	12.334  
2    	24.668  	35.240  	14.096  
2    	24.668  	35.240  	17.620  
2    	26.430  	35.240  	19.382  
2    	26.430  	35.240  	22.906  
2    	24.668  	35.240  	24.668  
2    	24.668  	35.240  	31.716  
2    	26.430  	35.240  	33.478  
2    	28.192  	0.000   	0.000   
2    	29.954  	1.762   	0.000   
2    	29.954  	0.000   	5.286   
2    	28.192  	1.762   	5.286   
2    	28.192  	0.000   	7.048   
2    	28.192  	1.762   	8.810   
2    	28.192  	0.000   	10.572  
2    	29.954  	0.000   	12.334  
2    	28.192  	0.000   	14.096  
2    	29.954  	1.762   	14.096  
2    	28.192  	1.762   	15.858  
2    	28.192  	0.000   	17.620  
2    	29.954  	1.762   	17.620  
2    	28.192  	1.762   	19.382  
2    	28.192  	0.000   	21.144  
2    	29.954  	1.762   	21.144  
2    	28.192  	1.762   	22.906  
2    	28.192  	0.000   	24.668  
2    	29.954  	1.762   	24.668  
2    	28.192  	0.000   	28.192  
2    	29.954  	0.000   	29.954  
2    	28.192  	1.762   	29.954  
2    	29.954  	1.762   	31.716  
2    	28.192  	1.762   	33.478  
2    	28.192  	0.000   	35.240  
2    	29.954  	1.762   	35.240  
2    	29.954  	5.286   	0.000   
2    	29.954  	3.524   	1.762   
2    	28.192  	5.286   	1.762   
2    	29.954  	5.286   	3.524   
2    	28.192  	3.524   	7.048   
2    	29.954  	5.286   	7.048   
2    	29.954  	3.524   	8.810   
2    	28.192  	5.286   	8.810   
2    	28.192  	3.524   	10.572  
2    	29.954  	3.524   	12.334  
2    	28.192  	5.286   	12.334  
2    	28.192  	3.524   	14.096  
2    	29.954  	3.524   	15.858  
2    	29.954  	3.524   	19.382  
2    	29.954  	5.286   	21.144  
2    	29.954  	5.286   	24.668  
2    	28.192  	5.286   	26.430  
2    	28.192  	3.524   	28.192  
2    	28.192  	5.286   	29.954  
2    	28.192  	3.524   	31.716  
2    	29.954  	5.286   	31.716  
2    	29.954  	3.524   	33.478  
2    	28.192  	3.524   	35.240  
2    	28.192  	7.048   	0.000   
2    	29.954  	7.048   	1.762   
2    	29.954  	8.810   	3.524   
2    	29.954  	7.048   	5.286   
2    	28.192  	8.810   	5.286   
2    	29.954  	8.810   	7.048   
2    	29.954  	7.048   	8.810   
2    	28.192  	8.810   	12.334  
2    	28.192  	7.048   	14.096  
2    	29.954  	8.810   	14.096  
2    	28.192  	7.048   	17.620  
2    	29.954  	8.810   	17.620  
2    	29.954  	7.048   	19.382  
2    	28.192  	8.810   	19.382  
2    	29.954  	8.810   	24.668  
2    	29.954  	7.048   	26.430  
2    	28.192  	7.048   	28.192  
2    	29.954  	8.810   	28.192  
2    	29.954  	7.048   	29.954  
2    	28.192  	7.048   	35.240  
2    	28.192  	10.572  	0.000   
2    	29.954  	12.334  	0.000   
2    	29.954  	12.334  	3.524   
2    	28.192  	10.572  	7.048   
2    	29.954  	12.334  	7.048   
2    	29.954  	10.572  	8.810   
2    	28.192  	12.334  	8.810   
2    	28.192  	12.334  	12.334  
2    	29.954  	10.572  	15.858  
2    	29.954  	12.334  	17.620  
2    	28.192  	12.334  	22.906  
2    	29.954  	12.334  	24.668  
2    	29.954  	10.572  	26.430  
2    	28.192  	12.334  	26.430  
2    	28.192  	10.572  	28.192  
2    	29.954  	12.334  	28.192  
2    	28.192  	12.334  	29.954  
2    	28.192  	10.572  	31.716  
2    	29.954  	10.572  	33.478  
2    	28.192  	10.572  	35.240  
2    	29.954  	12.334  	35.240  
2    	28.192  	14.096  	0.000   
2    	29.954  	14.096  	1.762   
2    	28.192  	14.096  	3.524   
2    	29.954  	14.096  	5.286   
2    	28.192  	14.096  	7.048   
2    	29.954  	15.858  	7.048   
2    	29.954  	14.096  	8.810   
2    	28.192  	14.096  	10.572  
2    	29.954  	15.858  	10.572  
2    	28.192  	15.858  	12.334  
2    	28.192  	15.858  	15.858  
2    	28.192  	15.858  	19.382  
2    	29.954  	14.096  	22.906  
2    	28.192  	15.858  	22.906  
2    	29.954  	15.858  	24.668  
2    	29.954  	15.858  	28.192  
2    	29.954  	14.096  	29.954  
2    	28.192  	14.096  	31.716  
2    	29.954  	14.096  	33.478  
2    	28.192  	15.858  	33.478  
2    	28.192  	14.096  	35.240  
2    	29.954  	15.858  	35.240  
2    	28.192  	17.620  	0.000   
2    	28.192  	17.620  	3.524   
2    	29.954  	19.382  	3.524   
2    	29.954  	17.620  	5.286   
2    	28.192  	17.620  	7.048   
2    	29.954  	19.382  	7.048   
2    	29.954  	17.620  	8.810   
2    	28.192  	17.620  	10.572  
2    	29.954  	19.382  	10.572  
2    	29.954  	17.620  	12.334  
2    	29.954  	19.382  	14.096  
2    	29.954  	17.620  	15.858  
2    	28.192  	17.620  	17.620  
2    	28.192  	17.620  	21.144  
2    	29.954  	19.382  	21.144  
2    	29.954  	17.620  	22.906  
2    	28.192  	19.382  	26.430  
2    	28.192  	17.620  	28.192  
2    	29.954  	17.620  	29.954  
2    	28.192  	17.620  	31.716  
2    	29.954  	19.382  	35.240  
2    	28.192  	21.144  	0.000   
2    	29.954  	22.906  	3.524   
2    	28.192  	22.906  	5.286   
2    	29.954  	21.144  	8.810   
2    	29.954  	22.906  	10.572  
2    	29.954  	21.144  	12.334  
2    	28.192  	22.906  	12.334  
2    	29.954  	22.906  	17.620  
2    	29.954  	22.906  	21.144  
2    	28.192  	21.144  	24.668  
2    	29.954  	22.906  	24.668  
2    	28.192  	22.906  	26.430  
2    	28.192  	22.906  	29.954  
2    	28.192  	21.144  	31.716  
2    	29.954  	22.906  	31.716  
2    	28.192  	22.906  	33.478  
2    	29.954  	26.430  	0.000   
2    	29.954  	24.668  	5.286   
2    	28.192  	24.668  	7.048   
2    	29.954  	26.430  	7.048   
2    	29.954  	26.430  	10.572  
2    	29.954  	24.668  	12.334  
2    	28.192  	24.668  	14.096  
2    	29.954  	26.430  	14.096  
2    	29.954  	24.668  	15.858  
2    	28.192  	24.668  	17.620  
2    	28.192  	24.668  	21.144  
2    	29.954  	24.668  	22.906  
2    	28.192  	24.668  	24.668  
2    	28.192  	26.430  	26.430  
2    	28.192  	24.668  	28.192  
2    	29.954  	26.430  	28.192  
2    	29.954  	24.668  	29.954  
2    	28.192  	24.668  	31.716  
2    	29.954  	26.430  	31.716  
2    	29.954  	24.668  	33.478  
2    	28.192  	28.192  	0.000   
2    	29.954  	29.954  	0.000   
2    	29.954  	28.192  	1.762   
2    	28.192  	28.192  	3.524   
2    	28.192  	28.192  	7.048   
2    	29.954  	29.954  	7.048   
2    	29.954  	28.192  	15.858  
2    	28.192  	29.954  	15.858  
2    	28.192  	28.192  	17.620  
2    	29.954  	29.954  	17.620  
2    	28.192  	29.954  	19.382  
2    	28.192  	29.954  	26.430  
2    	28.192  	28.192  	28.192  
2    	29.954  	29.954  	28.192  
2    	28.192  	28.192  	31.716  
2    	29.954  	29.954  	31.716  
2    	29.954  	28.192  	33.478  
2    	28.192  	29.954  	33.478  
2    	28.192  	28.192  	35.240  
2    	29.954  	33.478  	0.000   
2    	29.954  	31.716  	1.762   
2    	28.192  	33.478  	1.762   
2    	28.192  	31.716  	3.524   
2    	29.954  	33.478  	3.524   
2    	29.954  	31.716  	5.286   
2    	28.192  	31.716  	7.048   
2    	29.954  	31.716  	8.810   
2    	28.192  	31.716  	10.572  
2    	29.954  	33.478  	10.572  
2    	29.954  	31.716  	12.334  
2    	28.192  	33.478  	12.334  
2    	29.954  	33.478  	14.096  
2    	29.954  	31.716  	15.858  
2    	28.192  	33.478  	15.858  
2    	29.954  	33.478  	17.620  
2    	28.192  	31.716  	21.144  
2    	29.954  	31.716  	22.906  
2    	28.192  	33.478  	22.906  
2    	29.954  	33.478  	24.668  
2    	29.954  	31.716  	26.430  
2    	28.192  	33.478  	26.430  
2    	28.192  	31.716  	28.192  
2    	29.954  	33.478  	28.192  
2    	28.192  	33.478  	29.954  
2    	28.192  	31.716  	35.240  
2    	29.954  	33.478  	35.240  
2    	29.954  	35.240  	8.810   
2    	28.192  	35.240  	10.572  
2    	29.954  	35.240  	12.334  
2    	29.954  	35.240  	15.858  
2    	28.192  	35.240  	17.620  
2    	29.954  	35.240  	19.382  
2    	29.954  	35.240  	26.430  
2    	28.192  	35.240  	28.192  
2    	29.954  	35.240  	29.954  
2    	28.192  	35.240  	31.716  
2    	29.954  	35.240  	33.478  
2    	31.716  	1.762   	1.762   
2    	33.478  	0.000   	5.286   
2    	33.478  	1.762   	7.048   
2    	33.478  	1.762   	10.572  
2    	31.716  	1.762   	15.858  
2    	31.716  	1.762   	19.382  
2    	33.478  	0.000   	22.906  
2    	31.716  	1.762   	22.906  
2    	31.716  	0.000   	24.668  
2    	33.478  	1.762   	24.668  
2    	33.478  	0.000   	26.430  
2    	33.478  	1.762   	28.192  
2    	33.478  	0.000   	29.954  
2    	33.478  	0.000   	33.478  
2    	31.716  	1.762   	33.478  
2    	31.716  	0.000   	35.240  
2    	33.478  	1.762   	35.240  
2    	33.478  	3.524   	5.286   
2    	31.716  	5.286   	8.810   
2    	33.478  	5.286   	17.620  
2    	33.478  	5.286   	21.144  
2    	31.716  	3.524   	24.668  
2    	33.478  	5.286   	24.668  
2    	31.716  	5.286   	26.430  
2    	31.716  	5.286   	29.954  
2    	33.478  	3.524   	33.478  
2    	33.478  	8.810   	0.000   
2    	33.478  	7.048   	1.762   
2    	33.478  	8.810   	3.524   
2    	33.478  	7.048   	5.286   
2    	31.716  	8.810   	5.286   
2    	33.478  	8.810   	7.048   
2    	31.716  	8.810   	8.810   
2    	31.716  	8.810   	12.334  
2    	33.478  	8.810   	14.096  
2    	31.716  	8.810   	15.858  
2    	33.478  	8.810   	17.620  
2    	33.478  	7.048   	19.382  
2    	31.716  	8.810   	19.382  
2    	31.716  	7.048   	21.144  
2    	31.716  	8.810   	22.906  
2    	31.716  	7.048   	24.668  
2    	33.478  	7.048   	26.430  
2    	31.716  	8.810   	29.954  
2    	31.716  	7.048   	31.716  
2    	33.478  	7.048   	33.478  
2    	31.716  	8.810   	33.478  
2    	31.716  	7.048   	35.240  
2    	33.478  	8.810   	35.240  
2    	31.716  	10.572  	0.000   
2    	33.478  	10.572  	1.762   
2    	31.716  	12.334  	1.762   
2    	31.716  	10.572  	3.524   
2    	33.478  	12.334  	3.524   
2    	33.478  	10.572  	5.286   
2    	31.716  	12.334  	5.286   
2    	33.478  	10.572  	8.810   
2    	33.478  	10.572  	12.334  
2    	31.716  	10.572  	14.096  
2    	33.478  	12.334  	14.096  
2    	33.478  	10.572  	15.858  
2    	31.716  	10.572  	17.620  
2    	33.478  	10.572  	19.382  
2    	33.478  	10.572  	22.906  
2    	31.716  	12.334  	22.906  
2    	33.478  	12.334  	24.668  
2    	33.478  	10.572  	26.430  
2    	31.716  	12.334  	26.430  
2    	33.478  	10.572  	29.954  
2    	33.478  	12.334  	31.716  
2    	33.478  	10.572  	33.478  
2    	33.478  	12.334  	35.240  
2    	33.478  	15.858  	0.000   
2    	33.478  	14.096  	1.762   
2    	31.716  	15.858  	1.762   
2    	31.716  	15.858  	5.286   
2    	31.716  	14.096  	7.048   
2    	33.478  	14.096  	8.810   
2    	31.716  	15.858  	8.810   
2    	33.478  	15.858  	10.572  
2    	31.716  	15.858  	12.334  
2    	31.716  	14.096  	14.096  
2    	33.478  	15.858  	14.096  
2    	31.716  	14.096  	21.144  
2    	33.478  	14.096  	22.906  
2    	31.716  	14.096  	24.668  
2    	31.716  	15.858  	26.430  
2    	33.478  	15.858  	28.192  
2    	33.478  	14.096  	29.954  
2    	31.716  	15.858  	29.954  
2    	33.478  	15.858  	31.716  
2    	31.716  	14.096  	35.240  
2    	31.716  	17.620  	0.000   
2    	33.478  	17.620  	1.762   
2    	31.716  	19.382  	1.762   
2    	33.478  	19.382  	3.524   
2    	31.716  	19.382  	5.286   
2    	33.478  	19.382  	7.048   
2    	33.478  	17.620  	12.334  
2    	31.716  	17.620  	17.620  
2    	33.478  	19.382  	17.620  
2    	33.478  	17.620  	19.382  
2    	31.716  	17.620  	21.144  
2    	33.478  	19.382  	21.144  
2    	33.478  	17.620  	22.906  
2    	31.716  	19.382  	22.906  
2    	31.716  	17.620  	24.668  
2    	31.716  	19.382  	26.430  
2    	31.716  	19.382  	29.954  
2    	33.478  	19.382  	31.716  
2    	31.716  	19.382  	33.478  
2    	31.716  	17.620  	35.240  
2    	33.478  	19.382  	35.240  
2    	33.478  	21.144  	1.762   
2    	33.478  	22.906  	3.524   
2    	33.478  	21.144  	8.810   
2    	33.478  	22.906  	10.572  
2    	33.478  	21.144  	12.334  
2    	31.716  	22.906  	12.334  
2    	31.716  	21.144  	14.096  
2    	33.478  	21.144  	15.858  
2    	31.716  	22.906  	15.858  
2    	31.716  	21.144  	17.620  
2    	33.478  	22.906  	17.620  
2    	33.478  	21.144  	19.382  
2    	31.716  	21.144  	21.144  
2    	33.478  	22.906  	21.144  
2    	31.716  	21.144  	24.668  
2    	31.716  	21.144  	28.192  
2    	33.478  	21.144  	29.954  
2    	33.478  	22.906  	31.716  
2    	33.478  	21.144  	33.478  
2    	31.716  	22.906  	33.478  
2    	31.716  	21.144  	35.240  
2    	33.478  	22.906  	35.240  
2    	31.716  	26.430  	1.762   
2    	33.478  	26.430  	3.524   
2    	31.716  	26.430  	5.286   
2    	31.716  	24.668  	7.048   
2    	33.478  	24.668  	8.810   
2    	33.478  	26.430  	10.572  
2    	31.716  	24.668  	14.096  
2    	33.478  	26.430  	14.096  
2    	31.716  	26.430  	15.858  
2    	31.716  	24.668  	17.620  
2    	33.478  	26.430  	17.620  
2    	33.478  	24.668  	22.906  
2    	31.716  	26.430  	22.906  
2    	31.716  	24.668  	24.668  
2    	33.478  	26.430  	24.668  
2    	33.478  	26.430  	28.192  
2    	33.478  	24.668  	29.954  
2    	31.716  	24.668  	31.716  
2    	33.478  	26.430  	31.716  
2    	31.716  	24.668  	35.240  
2    	33.478  	26.430  	35.240  
2    	31.716  	28.192  	0.000   
2    	33.478  	29.954  	0.000   
2    	31.716  	29.954  	1.762   
2    	33.478  	29.954  	3.524   
2    	31.716  	28.192  	7.048   
2    	33.478  	29.954  	7.048   
2    	33.478  	28.192  	8.810   
2    	31.716  	29.954  	8.810   
2    	33.478  	28.192  	12.334  
2    	31.716  	28.192  	14.096  
2    	31.716  	29.954  	15.858  
2    	31.716  	28.192  	17.620  
2    	33.478  	28.192  	19.382  
2    	31.716  	28.192  	21.144  
2    	31.716  	29.954  	22.906  
2    	33.478  	29.954  	24.668  
2    	33.478  	29.954  	28.192  
2    	31.716  	28.192  	31.716  
2    	33.478  	29.954  	35.240  
2    	33.478  	33.478  	0.000   
2    	33.478  	31.716  	1.762   
2    	31.716  	31.716  	3.524   
2    	31.716  	33.478  	5.286   
2    	33.478  	31.716  	8.810   
2    	31.716  	33.478  	8.810   
2    	31.716  	31.716  	10.572  
2    	33.478  	33.478  	10.572  
2    	33.478  	31.716  	12.334  
2    	31.716  	33.478  	12.334  
2    	33.478  	33.478  	17.620  
2    	31.716  	33.478  	19.382  
2    	31.716  	31.716  	21.144  
2    	33.478  	33.478  	21.144  
2    	33.478  	31.716  	22.906  
2    	31.716  	33.478  	22.906  
2    	31.716  	31.716  	24.668  
2    	33.478  	31.716  	26.430  
2    	31.716  	33.478  	26.430  
2    	33.478  	33.478  	28.192  
2    	33.478  	31.716  	29.954  
2    	31.716  	33.478  	29.954  
2    	31.716  	31.716  	35.240  
2    	33.478  	33.478  	35.240  
2    	31.716  	35.240  	7.048   
2    	33.478  	35.240  	12.334  
2    	31.716  	35.240  	14.096  
2    	33.478  	35.240  	15.858  
2    	31.716  	35.240  	17.620  
2    	31.716  	35.240  	21.144  
2    	33.478  	35.240  	29.954  
2    	33.478  	35.240  	33.478  
2    	31.716  	35.240  	35.240  
2    	35.240  	0.000   	0.000   
2    	35.240  	1.762   	1.762   
2    	35.240  	1.762   	8.810   
2    	35.240  	0.000   	10.572  
2    	35.240  	1.762   	12.334  
2    	35.240  	0.000   	14.096  
2    	35.240  	0.000   	17.620  
2    	35.240  	0.000   	21.144  
2    	35.240  	1.762   	22.906  
2    	35.240  	0.000   	24.668  
2    	35.240  	1.762   	26.430  
2    	35.240  	1.762   	29.954  
2    	35.240  	1.762   	33.478  
2    	35.240  	0.000   	35.240  
2    	35.240  	3.524   	0.000   
2    	35.240  	5.286   	5.286   
2    	35.240  	5.286   	8.810   
2    	35.240  	3.524   	10.572  
2    	35.240  	5.286   	12.334  
2    	35.240  	3.524   	14.096  
2    	35.240  	5.286   	15.858  
2    	35.240  	5.286   	19.382  
2    	35.240  	5.286   	26.430  
2    	35.240  	3.524   	28.192  
2    	35.240  	5.286   	29.954  
2    	35.240  	3.524   	31.716  
2    	35.240  	8.810   	1.762   
2    	35.240  	8.810   	5.286   
2    	35.240  	7.048   	7.048   
2    	35.240  	8.810   	8.810   
2    	35.240  	8.810   	12.334  
2    	35.240  	7.048   	14.096  
2    	35.240  	7.048   	17.620  
2    	35.240  	8.810   	19.382  
2    	35.240  	7.048   	21.144  
2    	35.240  	8.810   	22.906  
2    	35.240  	7.048   	28.192  
2    	35.240  	7.048   	31.716  
2    	35.240  	7.048   	35.240  
2    	35.240  	10.572  	0.000   
2    	35.240  	12.334  	1.762   
2    	35.240  	10.572  	3.524   
2    	35.240  	12.334  	5.286   
2    	35.240  	10.572  	7.048   
2    	35.240  	12.334  	8.810   
2    	35.240  	10.572  	10.572  
2    	35.240  	12.334  	12.334  
2    	35.240  	10.572  	21.144  
2    	35.240  	12.334  	26.430  
2    	35.240  	10.572  	28.192  
2    	35.240  	12.334  	29.954  
2    	35.240  	12.334  	33.478  
2    	35.240  	14.096  	3.524   
2    	35.240  	15.858  	5.286   
2    	35.240  	14.096  	10.572  
2    	35.240  	14.096  	14.096  
2    	35.240  	15.858  	15.858  
2    	35.240  	14.096  	17.620  
2    	35.240  	15.858  	19.382  
2    	35.240  	15.858  	22.906  
2    	35.240  	15.858  	26.430  
2    	35.240  	14.096  	28.192  
2    	35.240  	15.858  	29.954  
2    	35.240  	14.096  	31.716  
2    	35.240  	15.858  	33.478  
2    	35.240  	14.096  	35.240  
2    	35.240  	19.382  	1.762   
2    	35.240  	17.620  	3.524   
2    	35.240  	19.382  	5.286   
2    	35.240  	17.620  	7.048   
2    	35.240  	17.620  	10.572  
2    	35.240  	17.620  	17.620  
2    	35.240  	19.382  	19.382  
2    	35.240  	19.382  	22.906  
2    	35.240  	19.382  	26.430  
2    	35.240  	17.620  	28.192  
2    	35.240  	19.382  	29.954  
2    	35.240  	19.382  	33.478  
2    	35.240  	17.620  	35.240  
2    	35.240  	21.144  	3.524   
2    	35.240  	21.144  	7.048   
2    	35.240  	21.144  	10.572  
2    	35.240  	22.906  	12.334  
2    	35.240  	21.144  	14.096  
2    	35.240  	22.906  	15.858  
2    	35.240  	21.144  	17.620  
2    	35.240  	22.906  	19.382  
2    	35.240  	22.906  	22.906  
2    	35.240  	21.144  	24.668  
2    	35.240  	21.144  	31.716  
2    	35.240  	22.906  	33.478  
2    	35.240  	21.144  	35.240  
2    	35.240  	24.668  	0.000   
2    	35.240  	24.668  	7.048   
2    	35.240  	24.668  	10.572  
2    	35.240  	24.668  	14.096  
2    	35.240  	24.668  	21.144  
2    	35.240  	26.430  	22.906  
2    	35.240  	24.668  	24.668  
2    	35.240  	24.668  	35.240  
2    	35.240  	28.192  	0.000   
2    	35.240  	29.954  	5.286   
2    	35.240  	29.954  	8.810   
2    	35.240  	29.954  	12.334  
2    	35.240  	28.192  	14.096  
2    	35.240  	29.954  	15.858  
2    	35.240  	28.192  	17.620  
2    	35.240  	28.192  	21.144  
2    	35.240  	29.954  	22.906  
2    	35.240  	28.192  	24.668  
2    	35.240  	29.954  	26.430  
2    	35.240  	28.192  	28.192  
2    	35.240  	29.954  	33.478  
2    	35.240  	28.192  	35.240  
2    	35.240  	31.716  	0.000   
2    	35.240  	31.716  	3.524   
2    	35.240  	33.478  	5.286   
2    	35.240  	33.478  	8.810   
2    	35.240  	33.478  	12.334  
2    	35.240  	31.716  	14.096  
2    	35.240  	33.478  	15.858  
2    	35.240  	33.478  	19.382  
2    	35.240  	31.716  	28.192  
2    	35.240  	31.716  	31.716  
2    	35.240  	33.478  	33.478  
2    	35.240  	31.716  	35.240  
2    	35.240  	35.240  	0.000   
2    	35.240  	35.240  	3.524   
2    	35.240  	35.240  	24.668  
2    	35.240  	35.240  	31.716  
